Link, Anchor Text
https://forum.effectivealtruism.org/users/edoarad, EdoArad
https://forum.effectivealtruism.org/posts/usL8XErNqDxwoNQj8/long-term-influence-and-movement-growth-two-historical-case, Long-Term Influence and Movement Growth: Two Historical Case Studies
https://forum.effectivealtruism.org/users/aron_vallinder, Aron_Vallinder
https://forum.effectivealtruism.org/posts/agYg9fe9GEpS296eA/quality-of-life-of-farm-animals, Quality of life of farm animals
https://forum.effectivealtruism.org/posts/TTi8a2w6oYr34ZLcz/new-web-app-for-calibration-training-funded-by-the-open, New web app for calibration training funded by the Open Philanthropy Project
https://forum.effectivealtruism.org/posts/63ajYkEWR9TbWfxC2/college-and-earning-to-give, College and Earning to Give
https://forum.effectivealtruism.org/posts/z2xBmukQwoF2GJHKm/link-would-human-extinction-be-a-tragedy," [Link] ""Would Human Extinction Be a Tragedy?"""
https://forum.effectivealtruism.org/posts/8Yx7JmoDjyoqwgkjS/speciesism-arbitrariness-and-moral-illusions, Speciesism
https://forum.effectivealtruism.org/posts/BznrRBgiDdcTwWWsB/2018-ai-alignment-literature-review-and-charity-comparison, 2018 AI Alignment Literature Review and Charity Comparison
https://forum.effectivealtruism.org/users/larks, Larks
https://forum.effectivealtruism.org/posts/GqcWyLqQXXPGCai9R/women-s-empowerment-founders-pledge-report-and, Women's Empowerment: Founders Pledge report and recommendations
https://forum.effectivealtruism.org/users/sjirh, SjirH
https://forum.effectivealtruism.org/posts/kpo3mYJwizgbeRX4s/be-careful-about-a-stubborn-attachment-to-growth, Be Careful About a Stubborn Attachment to Growth
https://forum.effectivealtruism.org/posts/uW6y9AEdTygrc9SeP/response-to-a-dylan-matthews-article-on-vox-about, Response to a Dylan Matthews article on Vox about bipartisanship
https://forum.effectivealtruism.org/posts/WgXzfsYQn2F2qTzZj/what-movements-does-ea-have-the-strongest-synergies-with, What movements does EA have the strongest synergies with?Q
https://forum.effectivealtruism.org/posts/yQWYLaCgG3L6H2Lya/challenges-in-scaling-ea-organizations, Challenges in Scaling EA Organizations
https://forum.effectivealtruism.org/posts/J7cp8SACJnquqw9ku/a-typology-of-s-risks, A typology of s-risks
https://forum.effectivealtruism.org/posts/cx9LpBqpeJe3ekNnC/animal-welfare-economic-research-questions, Animal-Welfare Economic Research Questions
https://forum.effectivealtruism.org/posts/YhpGMt3S7ivDvxi8Q/the-case-for-taking-ai-seriously-as-a-threat-to-humanity, The case for taking AI seriously as a threat to humanity
https://forum.effectivealtruism.org/posts/GHHCEyeWnDxdP2ZNi/detecting-morally-significant-pain-in-nonhumans-some, Detecting Morally Significant Pain in Nonhumans: Some Philosophical Difficulties
https://forum.effectivealtruism.org/users/jason-schukraft, Jason Schukraft
https://forum.effectivealtruism.org/posts/yg5dSNr2gjEymyTjF/if-you-re-young-don-t-give-to-charity, If You’re Young
https://forum.effectivealtruism.org/posts/XDLEkuBjFi8RdQEng/higher-and-more-equal-a-case-for-optimism, Higher and more equal: a case for optimism
https://forum.effectivealtruism.org/posts/KwW5N95Jkdbsu2kP7/beyond-astronomical-waste, Beyond Astronomical Waste
https://forum.effectivealtruism.org/users/wei_dai, Wei_Dai
https://forum.effectivealtruism.org/posts/nCJCuLaWHt3oooM3y/the-importance-of-time-capping, The Importance of Time Capping
https://forum.effectivealtruism.org/posts/NsHSu2wLWpgiALbwm/why-i-expect-successful-narrow-alignment, Why I expect successful (narrow) alignment
https://forum.effectivealtruism.org/posts/g63jms3DBCDGP8KgJ/what-s-the-use-in-physics, What’s the Use In Physics?
https://forum.effectivealtruism.org/users/tetraspace-grouping, Tetraspace Grouping
https://forum.effectivealtruism.org/posts/XWSTBBH8gSjiaNiy7/cause-profile-mental-health, Cause profile: mental health
https://forum.effectivealtruism.org/posts/4wm9dTmAbbyjttHdF/link-how-to-set-up-your-planned-giving-now, [Link] How to set up your planned giving now
https://forum.effectivealtruism.org/users/aaronhamlin, aaronhamlin
https://forum.effectivealtruism.org/posts/PoYi6fynNfHScf7qB/ea-forum-2-0-initial-announcement, EA Forum 2.0 Initial Announcement
https://forum.effectivealtruism.org/posts/Y2iqhjAHbXNkwcS8F/how-to-use-the-forum, How to use the Forum
https://forum.effectivealtruism.org/posts/Y8mBXCKmkS9eBokhG/ea-syllabi-and-teaching-materials, EA syllabi and teaching materials
https://forum.effectivealtruism.org/posts/ATq9mWhHvAXM6Bwfe/self-care-sessions-for-ea-groups, Self-care sessions for EA groups
https://forum.effectivealtruism.org/posts/KMzTupG6ZJQ5YFc3M/making-organisations-more-welcoming, Making Organisations More Welcoming
https://forum.effectivealtruism.org/posts/GkhPLfrBTdgcgRPiE/effective-altruism-communal-space, Effective Altruism Communal Space
https://forum.effectivealtruism.org/users/laurenmcg, LaurenMcG
https://forum.effectivealtruism.org/posts/azp95f9kctPubF5gz/forum-moving-to-open-beta-this-week, Forum moving to open beta this week
https://forum.effectivealtruism.org/posts/dMJ475rYzEaSvGDgP/what-s-changing-with-the-new-forum, What's Changing With the New Forum?
https://forum.effectivealtruism.org/posts/wrPacgwp3DsSJYbce/why-the-ea-forum-1, Why the EA Forum?
https://forum.effectivealtruism.org/posts/h26Kx7uGfQfNewi7d/welcome-to-the-new-forum, Welcome to the New Forum!
https://forum.effectivealtruism.org/posts/xRyXfJrwXkJ8mwc96/doing-brainstorming-better, Doing brainstorming better
https://forum.effectivealtruism.org/posts/ARJA9oQqgccwPnfov/current-ai-safety-roles-for-software-engineers, Current AI Safety Roles for Software Engineers
https://forum.effectivealtruism.org/posts/5rjZPTt7w3Z7AY5cT/community-builders-watch-eag-videos-with-your-members, Community Builders
https://forum.effectivealtruism.org/posts/SYeJnv9vYzq9oQMbQ/2017-donor-lottery-report, 2017 Donor Lottery Report
https://forum.effectivealtruism.org/users/adamgleave, AdamGleave
https://forum.effectivealtruism.org/posts/Z9rLfMjTZ2X376izm/rationality-as-an-ea-cause-area, Rationality as an EA Cause Area
https://forum.effectivealtruism.org/posts/tgo28TdzTsYhPoieS/the-role-of-art-in-ea, the role of ART in EA?
https://forum.effectivealtruism.org/users/ms-farkas-enc1101, ms.farkas.enc1101
https://forum.effectivealtruism.org/posts/EnPL9DPwCeKTfzYps/updates-from-the-global-priorities-institute-and-how-to-get, Updates from the Global Priorities Institute and how to get involved
https://forum.effectivealtruism.org/users/global-priorities-institute, Global Priorities Institute
https://forum.effectivealtruism.org/posts/eKxqeP9feReBvCva4/effective-altruism-making-waves, Effective Altruism Making Waves
https://forum.effectivealtruism.org/posts/5TAwep4tohN7SGp3P/the-frontpage-community-distinction, The Frontpage/Community distinction
https://forum.effectivealtruism.org/posts/7aqGFHirEvHTMD5w5/william-macaskill-misrepresents-much-of-the-evidence," William MacAskill misrepresents much of the evidence underlying his key arguments in ""Doing Good Better"""
https://forum.effectivealtruism.org/users/guzey, guzey
https://forum.effectivealtruism.org/posts/uPFx462NAamBo5Eqq/ea-survey-series-2018-how-do-people-get-involved-in-ea-1, EA Survey Series 2018 : How do people get involved in EA?
https://forum.effectivealtruism.org/posts/FRh3kFuRjZQXZmnNe/amazon-smile, Amazon Smile
https://forum.effectivealtruism.org/users/alexrjl, alexrjl
https://forum.effectivealtruism.org/posts/KvLyxHcwCforffpkC/introduction-to-effective-altruism-reading-list, Introduction to Effective Altruism Reading List
https://forum.effectivealtruism.org/users/smithee, smithee
https://forum.effectivealtruism.org/posts/pHwzuut5iqQJGME9K/suffering-relief-vs-life-extension, Suffering relief vs life extension
https://forum.effectivealtruism.org/posts/d3cupMrngEArCygNk/takeaways-from-eaf-s-hiring-round-1, Takeaways from EAF's Hiring Round
https://forum.effectivealtruism.org/users/storges, stefan.torges
https://forum.effectivealtruism.org/posts/ej2v2wkExivqNghJ4/towards-better-ea-career-advice, Towards Better EA Career Advice
https://forum.effectivealtruism.org/users/lexande, lexande
https://forum.effectivealtruism.org/posts/jo5JzaijbBqEu94kX/ea-funds-long-term-future-fund-is-open-to-applications-until, EA Funds: Long-Term Future fund is open to applications until November 24th (this Saturday)
https://forum.effectivealtruism.org/users/habryka, Habryka
https://forum.effectivealtruism.org/posts/zJcphxSz2isHzqL3C/alliance-to-feed-the-earth-in-disasters-allfed-progress, Alliance to Feed the Earth in Disasters (ALLFED) Progress Report & Giving Tuesday Appeal
https://forum.effectivealtruism.org/posts/25aNPveAyr4Ba8Ji2/ea-for-different-abilities, EA for different abilities...
https://forum.effectivealtruism.org/users/tarak_, tarak_
https://forum.effectivealtruism.org/posts/dBJwqJx3rBTdFzkqi/ea-gifts-for-kids, EA gifts for kids?
https://forum.effectivealtruism.org/posts/hSs2KzEtrZXzYNFZB/ea-giving-tuesday-donation-matching-initiative-2018, EA Giving Tuesday Donation Matching Initiative 2018
https://forum.effectivealtruism.org/posts/NrLCM4vcf8PRqkLaH/guide-to-successful-community-1-1s, Guide to Successful Community 1-1s
https://forum.effectivealtruism.org/users/huwthomas, huwthomas
https://forum.effectivealtruism.org/posts/vhKfHHnCYbgSNL3Ci/should-you-have-your-own-blog, Should you have your own blog?
https://forum.effectivealtruism.org/users/jross, Jross
https://forum.effectivealtruism.org/posts/YhPWq784eRDr5999P/announcing-the-ea-donation-swap-system, Announcing the EA donation swap system
https://forum.effectivealtruism.org/users/cafelow, cafelow
https://forum.effectivealtruism.org/posts/RnmZ62kuuC8XzeTBq/why-we-have-over-rated-cool-earth, Why we have over-rated Cool Earth
https://forum.effectivealtruism.org/posts/K2u4rvy38YmSnhQ5X/ea-survey-series-2018-subscribers-and-identifiers, EA Survey Series 2018: Subscribers and Identifiers
https://forum.effectivealtruism.org/posts/RZrikMAuTwt4e9Fs4/ea-community-building-grants-update, EA Community Building Grants Update
https://forum.effectivealtruism.org/users/katieglass, KatieGlass
https://forum.effectivealtruism.org/posts/3ijnLaws7mCEogD6H/earning-to-save-give-1-save-10, Earning to Save (Give 1%
https://forum.effectivealtruism.org/posts/z4EMFvmjQNMPr7XJj/miri-s-2018-fundraiser, MIRI’s 2018 Fundraiser
https://forum.effectivealtruism.org/users/malo, malo
https://forum.effectivealtruism.org/posts/EoYWz9SYm3LsqX9bh/sentience-institute-2018-end-of-year-summary, Sentience Institute 2018 End of Year Summary
https://forum.effectivealtruism.org/users/kellywitwicki, kellywitwicki
https://forum.effectivealtruism.org/posts/jv2og63wwa7rkakf5/cea-is-fundraising-for-2019, CEA is Fundraising for 2019
https://forum.effectivealtruism.org/users/larissaheskethrowe, LarissaHeskethRowe
https://forum.effectivealtruism.org/posts/Nns9DhL9bpzswitNu/launching-the-eaf-fund, Launching the EAF Fund
https://forum.effectivealtruism.org/posts/624k2Acbo5Tn9Swrt/introducing-ea-resources-by-lean, Introducing EA Resources by LEAN
https://forum.effectivealtruism.org/users/martin_k, Martin_K
https://forum.effectivealtruism.org/posts/cRNrGDDAErbiZwrHE/should-effective-charities-prepare-for-a-recession, Should Effective Charities Prepare for a Recession?
https://forum.effectivealtruism.org/posts/XYcscCGcFK2Hq6tri/donation-opportunity-with-the-modern-agriculture-foundation, Donation opportunity with The Modern Agriculture Foundation to reduce animal use for food
https://forum.effectivealtruism.org/users/jasonk, jasonk
https://forum.effectivealtruism.org/posts/b9SxfAoxSzxudWzbx/effective-altruism-philippines, Effective Altruism Philippines
https://forum.effectivealtruism.org/users/jeffrey, Jeffrey
https://forum.effectivealtruism.org/posts/oA3tuHCaDqqwLZxim/latest-research-and-updates-for-november, Latest Research and Updates for November
https://forum.effectivealtruism.org/posts/WcWR6YkaHZ4CqYLdp/centre-for-the-study-of-existential-risk-six-month-report, Centre for the Study of Existential Risk: Six Month Report May-October 2018
https://forum.effectivealtruism.org/posts/sTvepoxCDMgskGDDN/long-term-future-fund-november-grant-decisions, Long Term Future Fund: November grant decisions
https://forum.effectivealtruism.org/posts/3dKWKvzmNet3s6kKH/interview-about-chai, Interview about CHAI
https://forum.effectivealtruism.org/users/rosiecampbell, rosiecampbell
https://forum.effectivealtruism.org/posts/dgmrCo8EE5jNgk3Em/ea-meta-fund-grants-report-nov-18, EA Meta Fund Grants Report: Nov 18
https://forum.effectivealtruism.org/users/agdfoster, agdfoster
https://forum.effectivealtruism.org/posts/KL7u4TZo7SkttFZZA/allocating-donations-to-years, allocating donations to years
https://forum.effectivealtruism.org/users/davidc, davidc
https://forum.effectivealtruism.org/posts/vxwcxwiDKCnyHJhbz/announcing-the-new-forethought-foundation-for-global, Announcing the new Forethought Foundation for Global Priorities Research
https://forum.effectivealtruism.org/users/william_macaskill, William_MacAskill
https://forum.effectivealtruism.org/posts/DkQyGkPBb9yePuPjQ/effective-altruism-foundation-plans-for-2019, Effective Altruism Foundation: Plans for 2019
https://forum.effectivealtruism.org/users/jonas-vollmer, Jonas Vollmer
https://forum.effectivealtruism.org/posts/NejXPksuEcYCny9bs/software-engs-for-high-leverage-solutions, Software Engs. for High-Leverage Solutions
https://forum.effectivealtruism.org/users/captainplanet, captainplanet
https://forum.effectivealtruism.org/posts/nuzcbhk2JYMkALHke/donor-lottery-2018-is-live, Donor Lottery 2018 is live
https://forum.effectivealtruism.org/users/jpaddison, JP Addison
https://forum.effectivealtruism.org/posts/dbeTYSJKjk3NufGrZ/ea-funds-and-donor-lottery-this-december-quick-update, EA Funds and Donor Lottery this December: Quick Update
https://forum.effectivealtruism.org/posts/vfG87R86JjL4C5pSj/notes-on-the-art-of-gathering, Notes on “The Art of Gathering”
https://forum.effectivealtruism.org/posts/jrN4CHJooBm3KCfBK/open-thread-43, Open Thread #43
https://forum.effectivealtruism.org/posts/LAT5fAKby72GGi64M/why-i-m-focusing-on-invertebrate-sentience, Why I'm focusing on invertebrate sentience
https://forum.effectivealtruism.org/users/maxcarpendale, MaxCarpendale
https://forum.effectivealtruism.org/posts/SnE9FpArs2uXJsRtB/ea-survey-2018-series-donation-data, EA Survey 2018 Series: Donation Data
https://forum.effectivealtruism.org/posts/fvvRZMJJ7g4gzXjSH/seeking-information-on-three-potential-grantee-organizations, Seeking information on three potential grantee organizations
https://forum.effectivealtruism.org/users/critch, critch
https://forum.effectivealtruism.org/posts/PuG9Go3zzbKeY2d65/requesting-community-input-on-the-upcoming-ea-projects, Requesting community input on the upcoming EA Projects Platform
https://forum.effectivealtruism.org/posts/asMN3fc6ywiJ4paae/blog-cross-post-charity-hacks, [blog cross-post] Charity hacks
https://forum.effectivealtruism.org/posts/k4SLFn74Nsbn4sbMA/ea-forum-prize-winners-for-november-2018, EA Forum Prize: Winners for November 2018
https://forum.effectivealtruism.org/posts/jSjBHmgu3ZGcrW4t2/why-you-should-invest-in-upgrading-democracy-and-give-to-the, Why You Should Invest In Upgrading Democracy And Give To The Center For Election Science
https://forum.effectivealtruism.org/posts/5jRDN56aZAnpn57qm/new-edition-of-rationality-from-ai-to-zombies," New edition of ""Rationality: From AI to Zombies"""
https://forum.effectivealtruism.org/posts/fAGeHgX8jLiX9EbNH/why-christians-should-have-no-opposition-to-super, Why Christians should have no opposition to Super-intelligence.
https://forum.effectivealtruism.org/users/taylorjns, TaylorJns
https://forum.effectivealtruism.org/posts/k4hDPn7Nv3yoXAE9R/best-source-i-know-for-science-and-tech-news, Best source i know for science and tech news
https://forum.effectivealtruism.org/users/yoav_ravid, Yoav_Ravid
https://forum.effectivealtruism.org/posts/C6ijcGZwWfMGGEjEE/so-you-want-to-do-operations-part-two-how-to-acquire-and, So you want to do operations [Part two] - how to acquire and test for relevant skills
https://forum.effectivealtruism.org/posts/YrxvHrQouyYu9dnAe/book-review-the-end-of-animal-farming-jacy-reese-2018, Book Review: The End of Animal Farming (Jacy Reese
https://forum.effectivealtruism.org/users/jamie_harris, Jamie_Harris
https://forum.effectivealtruism.org/posts/bKagrzzpPshqMcQkx/event-review-ea-global-london-2018, Event Review: EA Global: London (2018)
https://forum.effectivealtruism.org/posts/6cgRR6fMyrC4cG3m2/rethink-priorities-plans-for-2019, Rethink Priorities Plans for 2019
https://forum.effectivealtruism.org/posts/YLmf8bRuaEj2SvE8B/discussion-what-are-good-legal-entity-structures-for-new-ea, Discussion: What are good legal entity structures for new EA groups?
https://forum.effectivealtruism.org/posts/J3T6mPN9JmY7htF5f/global-catastrophic-risk-institute-2018-2019-updates, Global Catastrophic Risk Institute 2018-2019 Updates
https://forum.effectivealtruism.org/users/sethbaum, SethBaum
https://forum.effectivealtruism.org/posts/2CvraxEYBc8qBPhK2/announcing-ea-funds-management-amas-20th-december, Announcing EA Funds management AMAs: 20th December
https://forum.effectivealtruism.org/posts/cCoCu2YNPwQwhtTuo/long-term-future-fund-ama, Long-Term Future Fund AMA
https://forum.effectivealtruism.org/users/helentoner, HelenToner
https://forum.effectivealtruism.org/posts/Rn6wgWHmcnw8HTR32/animal-welfare-fund-ama, Animal Welfare Fund AMA
https://forum.effectivealtruism.org/users/jamie_spurgeon, Jamie_Spurgeon
https://forum.effectivealtruism.org/posts/AGmCwE6GxYsFuSC6A/ea-meta-fund-ama-20th-dec-2018, EA Meta Fund AMA: 20th Dec 2018
https://forum.effectivealtruism.org/posts/SLGdj5HGMBQqaDs7R/a-new-lower-risk-way-to-teach-effective-giving, A new
https://forum.effectivealtruism.org/posts/pAkT8bDoRzgJzcqs6/how-effective-altruists-can-be-welcoming-to-conservatives, How Effective Altruists Can Be Welcoming To Conservatives
https://forum.effectivealtruism.org/posts/cZ6CA5wR72Z65Fd2d/survey-of-2018-ea-survey, Survey of 2018 EA Survey
https://forum.effectivealtruism.org/posts/K3y8zNzMmkg8t5dbm/what-s-going-on-with-the-new-question-feature, What's going on with the new Question feature?Q
https://forum.effectivealtruism.org/posts/7etEYiorToG9KXGEw/forum-update-new-features-seeking-new-moderators, Forum Update: New Features
https://forum.effectivealtruism.org/posts/kMcr72cQ78q8G2jNv/link-center-for-the-governance-of-ai-govai-annual-report, [Link] Center for the Governance of AI (GovAI) Annual Report 2018
https://forum.effectivealtruism.org/posts/BWdMWXvq3bas4wxBD/should-donor-lottery-winners-write-reports, Should donor lottery winners write reports?
https://forum.effectivealtruism.org/posts/dznyZNkAQMNq6HtXf/my-2018-donations, My 2018 donations
https://forum.effectivealtruism.org/users/vipulnaik, vipulnaik
https://forum.effectivealtruism.org/posts/qmrrnZpTsb4GbzBA8/should-eas-participate-in-the-double-up-drive, Should EAs participate in the Double Up Drive?Q
https://forum.effectivealtruism.org/users/andy_schultz, Andy_Schultz
https://forum.effectivealtruism.org/posts/MeTrGqRXJQzoLoDia/ea-hotel-fundraiser-1-the-story, EA Hotel Fundraiser 1: The story
https://forum.effectivealtruism.org/users/toonalfrink, toonalfrink
https://forum.effectivealtruism.org/posts/xp76Q3QpfD62mwvxo/link-how-to-be-a-great-board-member-and-avoid-being-a-not-so, [Link] How To Be A Great Board Member—And Avoid Being A Not So Great One
https://forum.effectivealtruism.org/posts/eGWKTiz3M3dawMF9N/who-sets-the-read-time-estimates, Who sets the read time estimates?Q
https://forum.effectivealtruism.org/posts/wYCfsJtycGNGMh5o4/rc-forward-canada-s-effective-giving-experiment-results-and, RC Forward - Canada's Effective Giving Experiment: Results & Plans for 2019
https://forum.effectivealtruism.org/posts/inChmthmzN6ZZ4qKr/submit-questions-about-giving-what-we-can-for-q-and-a, Submit questions about Giving What We Can for Q&A session December 30
https://forum.effectivealtruism.org/posts/hNJsTFLWLFbHh8uke/ea-concepts-inside-view-outside-view, EA Concepts: Inside View
https://forum.effectivealtruism.org/posts/M29ceDwdsH7GKdiFk/blog-cross-post-so-called-communal-narcissists, [blog cross-post] So-called communal narcissists
https://forum.effectivealtruism.org/posts/gqNrJP8XpSe2a4X39/blog-cross-post-more-on-narcissism, [blog cross-post] More on narcissism
https://forum.effectivealtruism.org/posts/DdTpmtn7gYA5T846K/blog-cross-post-potential-lost-substance-gained, [blog cross-post] potential lost; substance gained
https://forum.effectivealtruism.org/posts/yeSLxKMC4PpuREjhb/the-harm-of-preventing-extinction, The harm of preventing extinction
https://forum.effectivealtruism.org/users/qwertyolol, qwertyolol
https://forum.effectivealtruism.org/posts/oWgFm6GXGazod5E9w/blog-cross-post-on-privacy, [blog cross-post] On privacy
https://forum.effectivealtruism.org/posts/zvby6AhksvxmbaXDW/recommendation-on-charity-to-reduce-ocean-plastic-pollution, Recommendation on charity to reduce ocean plastic pollution
https://forum.effectivealtruism.org/users/kkmd, kkMD
https://forum.effectivealtruism.org/posts/SzeDXYuhsrGJE8kPo/recommendation-for-charity-working-on-ocean-plastic, Recommendation for charity working on ocean plastic pollutionQ
